ArtistID,Name
7251,Jupiter
7252,Wetterfest
7253,"Maharajas, Ltd."
7254,Robinson Golluber
7255,Ditz
7256,Kelly 1
7257,Stanicci
7258,Bogart
7259,Susanna Lewis
7260,Osvaldo Testa
7261,"Moss Shamask, Ltd."
7262,Kloss-Pruzan
7263,"Mr. Field, Inc."
7264,James Lindsay McCreery
7265,Warren's
7266,Lady Grace
7267,Robert Kushner
7268,Atkinson's
7269,"Schoverling, Daly & Gales"
7270,Mrs. L. D. [?] Sexton
7271,Marks Jacobs
7272,E.W. Emery
7273,La Réve
7274,Schlesinger & Mayer
7275,Saul Brothers
7276,Sherman
7277,J. Walter Gallagher
7278,Irene Dana
7279,Aileen Rice
7280,Sarff Zumpano Inc.
7281,Criterion
7282,Tower Belt
7283,Thomas Worth
7284,Jane Derby
7285,Lord John
7286,Schreter
7287,Arthur Constable
7288,Ciffonelli
7289,A. Ahrweiler
7290,Opening Ceremony
7291,Yoko Ono
7292,Deirdre Hawken
7293,Yannis Vlamos
7294,Ellsworth Kelly
7295,Ludwig Michael von Schwanthaler
7296,Franchi and Son
7297,Donatello
7298,Benvenuto Cellini
7299,Giambologna
7300,Danese Cattaneo
7301,Leopold Wiener
7302,Samson
7303,Vienna
7304,Du Paquier period
7305,Nicolas Bonnart
7306,Robert Bonnart
7307,Giovanni da Udine (Giovanni dei Ricamatori)
7308,Alfred Benjamin Wyon
7309,John Martin Stockar
7310,Edward Peacock
7311,Vinzenz Hofer
7312,Venezia-Murano Company
7313,Dr. Antonio Salviati Company
7314,Miotti Family Factory
7315,Barovier family glasshouse
7316,"Pauly and Company, Venice"
7317,Salviati and Co.
7318,Leopoldo Bearzotti
7319,Friedrich Beer
7320,Bernard Palissy
7321,Jules-Clément Chaplain
7322,Andrea della Robbia
7323,Nymphenburg Porcelain Manufactory
7324,Johann Blum
7325,Johan Adolph Keppelman
7326,Johann Heinrich Giese
7327,I. H. Hamer
7328,(W.R.?) Rose
7329,Denis Miroglio (or Miroli)
7330,John Bushman
7331,J. Tarts
7332,John Worke
7333,"Firm of Markham, Marwick et Marko"
7334,"Glasshouse of Bernard Perrot, Verrerie Royale d'Orléans"
7335,Manufacture Royale de La Margéride
7336,Christoff Stolle
7337,Richard Bickforb
7338,Paul de Lamerie
7339,Johann Ludwig Biller
7340,Johann Jakob Wald
7341,Claas Fransen Baardt
7342,François Thomas Germain
7343,Pierre Antoine Bellangé
7344,Jacob Mores
7345,François Girardon
7346,Louis-Joseph Lenhendrick
7347,Paul Charvel
7348,Jacopo Sansovino (Jacopo Tatti)
7349,Charles Frederich Kandler
7350,Maestro Giorgio
7351,Maestro Prestino
7352,Nicolo da Gabriele Sbraghe
7353,Lorenzo Bartolini
7354,Nicholas Guy Antoine Brenet
7355,Etienne Jacques Dubois
7356,Alexis Joseph Depaulis
7357,Joseph-Francis Domard
7358,Paris Mint
7359,André Galle
7360,Julien Marie Jouannin
7361,Anton Guillemard
7362,Franz Stuckart
7363,Johann Baptist Harnisch
7364,Franz Zeichner
7365,Nicholas Pierre Tiolier
7366,J. Schmidt
7367,Pierre-Simon-Benjamin Duvivier
7368,Lavy
7369,Jean-Pierre Droz
7370,Romain-Vincent Jeuffroy
7371,Henri François Brandt
7372,Auguste-François Michaut
7373,Henri Auguste
7374,J. P. Martigny
7375,Luigi Manfredini
7376,J. B. Merlen
7377,George
7378,Antoine-Louis Barye
7379,Mary Grant
7380,Charles Nicolas Dodin
7381,Henry-Martin Prévost
7382,Jean Michel Moreau the Younger
7383,Maestro Domenego da Venezia
7384,Rafaello Monti
7385,V. Gillar
7386,Alexandre Gueyton
7387,Joseph Echteler
7388,Jacques II Laudin
7389,Master of the Aeneid
7390,Jos Murer
7391,Christoph Murer
7392,M. P.
7393,Peter Wiber
7394,Daniel Sigmund Dockler the Younger
7395,Johann Christoph Pfeiffelmann
7396,Hans Jacob Mair
7397,Christoffer Mansfeld II
7398,Al'derman Petrov Fiodor
7399,Timofei Siluanov
7400,Pierre Duhamel
7401,Jean Baptiste Baillon
7402,Jean Antoine Lépine
7403,Julien Le Roy
7404,Firm of Bordier Frères
7405,Firm of Moynier & Fils
7406,Auguste Bergeon
7407,Roches
7408,Debeaufré
7409,J. Samson
7410,Charles Clay
7411,John Holmes
7412,D. Edmonds
7413,Charles Wilson
7414,F. Dobson
7415,Doccia manufactory
7416,Lord Ronald Sutherland Gower
7417,William Ilbery
7418,Duhamel
7419,Ami Huaud
7420,"Jean-Pierre Huaud, known as the younger Huaud"
7421,Jacques Jérôme Gudin
7422,Johan Ignaz Bendl
7423,Augustin Jean Moreau-Vauthier
7424,P. Bingen
7425,Antonio Canova
7426,Domenico Paradisi
7427,San Michele
7428,Pietro Ferloni
7429,Edmond Johnson
7430,François-Joseph-Hubert Ponscarme
7431,Joseph Shepherd Wyon
7432,"Alfred Borrel, Fils"
7433,Alphonse Legros
7434,David Cramer
7435,Luigi Saulini
7436,Louis-Oscar Roty
7437,Auguste Rodin
7438,Michael le Blon
7439,Anthoni Pennis
7440,De Twee Scheepjes (The Two Little Ships)
7441,"Royal Porcelain Manufactory, Berlin"
7442,Pieter Adriaeusz Kocks and his widow
7443,"The ""Greek A"" Factory"
7444,Worcester
7445,Antoine Watteau
7446,Castelli
7447,Crown Derby
7448,Royal Porcelain Manufactory
7449,Whieldon type
7450,De Porceleyne Claeuw
7451,"""Rose"" factory"
7452,Naples Royal Porcelain Manufactory
7453,Saint-Cloud
7454,François-Joseph Aloncle
7455,Jean-Pierre Boulanger
7456,Tournai
7457,Zurich Pottery and Porcelain Factory
7458,David Teniers the Younger
7459,Factory of Joseph Dupont-Saint-Pierre
7460,Jacob Petit
7461,Fontainebleau
7462,Imperial Porcelain Manufactory 
7463,Höchst Manufactory
7464,Francesco Durantino
7465,De Witte Starre Factory
7466,Cornelison Janson Brouwer
7467,de Porceleyne Lampetkan
7468,Hugo Brouwer
7469,The Dreye Porceleyne Flesschen
7470,Fürstenberg Porcelain Manufactory
7471,Lady Templetown
7472,De drie Vergulde Astonnenkens
7473,Pieter Kam
7474,De Porceleyne Bijl
7475,J. Spode
7476,Giovanni Battista Lombardi
7477,Jean-Désiré Ringel d'Illzach
7478,R. Gainsforth
7479,George Wintle
7480,James Ede
7481,Alexander Hewat
7482,Derby Porcelain Manufactory
7483,Bloor Period
7484,Pierre Charles Mané
7485,Alexander James Strachan
7486,Richard Cosway
7487,Jean-Baptiste Gillet
7488,French Painter
7489,Friedrich Fyrwald
7490,Toussaint-François Pillieux
7491,Marie Honoré Renaud
7492,Anton Scharff
7493,Thomas Allen
7494,Thomas Spackman
7495,Edward Pocock
7496,Hester Bateman
7497,James Sutton
7498,James Bult
7499,Robert Pertt
7500,John Pittar
7501,Thomas Chawner
7502,W. K. (?)
7503,Pierre-Nicolas Sommé
7504,Claude-Auguste Aubry
7505,C (?) C
7506,"A.C.C., Paris"
7507,Louis Béguin
7508,Jan van Wijk
7509,Henrick van Laer
7510,Master HTB
7511,Jeremias Wild
7512,Jacobus Niebuur
7513,Giert Reber
7514,Hieronymous Holl I
7515,Johann Christoph Treffler I
7516,Georg Friedrich Scholtze
7517,Michael Hafner
7518,Theodorus Huigen
7519,V. Christensen
7520,Thomas Sibrand Hicht
7521,Christian Winter
7522,Michael Lamb
7523,Johann Christian Kessler
7524,Hans Bjerregaard Steen
7525,Hans Schleich
7526,Jacob Wilhelm
7527,Heinrich Albertin
7528,Gustaf Stafhell the Elder
7529,Maerten Sweers
7530,Johann Adam Boller
7531,A.D. Boulenger
7532,Hippolyte Thomas
7533,François-Pamphile Jozan
7534,Wardell & Kempson
7535,Cocks & Betteridge
7536,Thos. Newbold
7537,"J. C. (probably), Birmingham"
7538,Joseph Taylor
7539,Samuel Pemberton
7540,John Lias
7541,Henry Lias
7542,Charles Lias
7543,F. & Co.
7544,William Fearn
7545,George Smith III
7546,"H. & T., Birmingham"
7547,Peter Bateman
7548,Ann Bateman
7549,"W. E., London"
7550,"J. L., Birmingham"
7551,"T. W., London"
7552,"T. J., London"
7553,Louis-Antoine Taillepied
7554,S. T.
7555,Charles Christofle
7556,Christoffel Oepkes
7557,Andreas Schiotteling
7558,Master of the Fish
7559,Andries Vis
7560,Philippus Roorda
7561,Paul Sierck
7562,Augustus Heyne
7563,Hans Waidely
7564,Hans Reinhold Mühl
7565,Hendrik Kamerling de Jonge
7566,Hans Bott
7567,Hans Heinrich Hering
7568,Y. Posthumus
7569,Ate Scheverstein
7570,Tonnies Dierssen
7571,Jan van Staaten
7572,Sir Thomas Brock
7573,Richard Sibley I
7574,J.F.
7575,R. Hall
7576,"Davenport, Longport"
7577,Heath
7578,"George Phillips, Longport"
7579,Phillips and Co.
7580,Ridgway
7581,Eck et Durand
7582,Louis-Guillaume Ysabeau
7583,Louis Richard
7584,Richard Frères
7585,Giovanni Maria Benzoni
7586,Beauvais
7587,London Mint
7588,Viktor Brodzki
7589,Daniel Picardi
7590,Michael Wollmann
7591,Gernier
7592,Décombat
7593,Schöner
7594,Henry Victor Burgy
7595,Pedro Diaz
7596,"Giacomo Mancini, ""El Frate"""
7597,Domenico Veneziano
7598,Lazzaro workshop
7599,Philippe Xhrouuet
7600,Jacques-François Micaud
7601,Lowestoft
7602,Real Fabrica de Buen Retiro
7603,Chelsea Porcelain Manufactory
7604,Robert Hancock
7605,"Imperial Porcelain Manufactory, St. Petersburg"
7606,Antoine Pesne
7607,Earls of Plymouth
7608,Vincennes Manufactory
7609,Nyon
7610,Dagoty
7611,Rue Thiroux: Queen's Factory
7612,Jean-Baptiste Locré de Roissy
7613,La Courtille
7614,Ludwigsburg Porcelain Manufactory
7615,Johann Gregor Höroldt
7616,F. J. Ferner
7617,Cozzi manufactory
7618,Pouyat
7619,"Couderc, Couderc-Bucher"
7620,Vincent Taillandier
7621,Joseph Darte
7622,rue de Popincourt
7623,Jean-Louis Moyez
7624,Mennecy
7625,Chantilly
7626,Verneuilh
7627,Bordeaux
7628,Frankenthal Porcelain Manufactory
7629,Karl Theodor period
7630,Marcolini Period
7631,Gotha
7632,Fulda Pottery and Porcelain Manufactory
7633,Isaac de Benserade
7634,Alfred-Thompson Gobert
7635,Théodore Rivière
7636,"L.F.T., Switzerland"
7637,Andreas Lude
7638,Isack Andersen Feldthus
7639,Christian Hillan
7640,Niels Jonsen
7641,Jacob von Holten
7642,John Langlands
7643,"T. G., London"
7644,Alexandre-Louis-Marie Charpentier
7645,Prince Anatole Demidov
7646,Francesco Antommarchi
7647,Jeremias Sibenbürger
7648,Melchior Baumgartner
7649,Lencker family
7650,George (?) Davis
7651,Johann Klocksperger
7652,Jonathan Sisson
7653,Jeremiah Sisson
7654,David Beringer
7655,Michael Butterfield
7656,Lorenz Gräsl
7657,Ludewig
7658,T. W.
7659,Paulus Reinman
7660,Rousselle
7661,Claude Dunod
7662,Hans Troschel the Elder
7663,Andreas Vogler
7664,Johann Mathias Willebrand
7665,Dominicus Lusuerg
7666,H.W. W.
7667,William Collier
7668,Angelus Lusuergh
7669,Thomas Wright
7670,Hans Troschel the Younger
7671,E.C. Stockert
7672,Charles Bloud
7673,Jaques Lucas
7674,Johann Martin
7675,Claude Langlois
7676,Anthony Tregent
7677,Victoire Boisot (widow of Etienne Lucien Blerzy)
7678,JW and ECW
7679,François Antoine Pfeiffer
7680,Nicolas Sinsson
7681,Henri-François Vincent
7682,Pierre Reymond
7683,Bernard Salomon
7684,Master of the Die
7685,"The Saracchi, Milan"
7686,"Luisa Roldán, called La Roldana"
7687,Fontana workshops
7688,Battista Franco
7689,Orazio Fontana
7690,"""L"""
7691,Fra Xanto Avelli da Rovigo
7692,Perino del Vaga (Pietro Buonaccorsi)
7693,Giovanni Jacopo Caraglio
7694,François Briot
7695,Berardino Gentile
7696,Louis Eugêne Mouchon
7697,Pietro Tacca
7698,Fernand Thesmar
7699,Clodion (Claude Michel)
7700,Lyons
7701,Burgundy
7702,Antonio Rosetti
7703,Thomas Webb & Sons
7704,John Sigismund Tanner
7705,Juan de Valmaseda
7706,Luc-Olivier Merson
7707,Eugêne Oudinot
7708,Miguel Soliva
7709,Alcora factory
7710,Locré period
7711,Étienne Blancheron
7712,Kloster-Veilsdorf Porcelain Manufactory
7713,Wallendorf Porcelain Manufactory
7714,Loosdrecht
7715,Joseph Adam Hannong period
7716,Volkstedt Porcelain Manufactory
7717,Johann Ehrenfried Stadler
7718,Ansbach Pottery and Porcelain Factory
7719,The Hague
7720,Gardner Factory
7721,Weesp
7722,Vezzi Factory
7723,Vinovo Porcelain Manufactory
7724,Gioannetti period
7725,Paul Hannong
7726,"Royal Porcelain Manufactory, Naples"
7727,Felice Clerici
7728,Johann Karl Wendelin Anreiter von Zirnfeld
7729,Marchese Carlo Ginori
7730,Jacopo Ligozzi
7731,Le Nove Porcelain Factory
7732,Parolin period
7733,Este
7734,Jean-Pierre Varion
7735,Gaspero Bruschi
7736,J. Tostrup
7737,Jacques de Lajoüe
7738,Christian Gottlieb Goebel
7739,Jacob Schramm
7740,Abraham Hiller
7741,Melchior Glatz
7742,Carl Gustaf Malmborg
7743,Paulus Öham the younger
7744,I. A. S. II
7745,I. I. C.
7746,James Hitchman
7747,A. Hertel
7748,Gallus David Apeller the Younger
7749,"Frederic, Lord Leighton"
7750,J. W. Singer & Sons Ltd.
7751,Sir Alfred Gilbert
7752,Johann Peter Melchior
7753,François Boucher
7754,René Gaillard
7755,Carpoforo Mazzetti Tencalla
7756,Abbondio Stazio
7757,August Wegang the Younger
7758,Edmund Harvey
7759,Townsend and Compton
7760,John de St. Croix
7761,Johann I. Zimmermann
7762,Frank Magniadas
7763,David King
7764,William Homer
7765,William Hamey
7766,Charles Townsend
7767,Thomas Sutton
7768,Michael McDermott
7769,Guillaume Martin
7770,Rudolph Ferdinand Marschall
7771,Paul Dubois
7772,Kasper Enderlein
7773,Tudor and Leader
7774,Matteo de' Pasti
7775,Lorenzo Ghiberti
7776,Alphonse Eugêne Lechevrel
7777,Franz Xaver Pawlik
7778,Jean-François-Antoine Bovy
7779,Marie Alexandre Lucien Coudray
7780,Simon Passe
7781,Philipp Heinrich Müller
7782,François-Marie Arouet
7783,Jean Würden
7784,Alexis Rudier
7785,Sebastian Dadler
7786,Giannino
7787,Stefano Johnson
7788,Aimé-Jules Dalou
7789,E. Houdebine
7790,Georg Hautsch
7791,Morell of Paris
7792,Giovanni della Robbia
7793,Girolamo Lucenti
7794,Richard Williams
7795,Christophe Veyrier
7796,Nicolas Lancret
7797,Daniel Aubert
7798,Philippe Laurent Roland
7799,Nicolas-François-Daniel Lhuillier
7800,Louis I Cresson
7801,Jacques-Marin Courtois
7802,Aubusson
7803,Nicolas Heurtaut
7804,Nicolas-Quinibert Foliot
7805,Pierre Contant d'Ivry
7806,Louis Delanois
7807,Jean-Jacques Pothier
7808,Georges Jacob
7809,Louis-François Chatard
7810,François Joseph Belanger
7811,Pierre Ranson
7812,Jules Degoullons
7813,Robert de Cotte
7814,Jean-François Roumier
7815,André Le Goupil
7816,Jacques Charles Denis Chartier
7817,Jean Richer
7818,Jean Marot
7819,Jacques Verberckt
7820,Mathieu Legoupil
7821,Augustin Pajou
7822,Piat Joseph Sauvage
7823,Anne Vallayer-Coster
7824,Jean-Baptiste Belin de Fontenay
7825,Barthélemy Prieur
7826,François Duquesnoy
7827,André Charles Boulle
7828,Vien
7829,Joseph Marie Vien
7830,Ignaz Günther
7831,Jean -Siméon Rousseau de la Rottière
7832,Jules-Hugues Rousseau
7833,Jean-Baptiste Oudry
7834,Christophe Hüet
7835,Willem van Leen
7836,Antoine-André Ravrio
7837,Le Riche
7838,Jean-Baptiste-Claude Odiot
7839,Étienne Martincourt
7840,Lady Diana Beauclerk
7841,François Rémond
7842,François-Aimé Damerat
7843,Daniel Jean-Baptiste Dupuis
7844,Daniel Friedrich Loos
7845,Jean Pierre Montagny
7846,Jules-Constant Peyre
7847,René Stern
7848,Marius Pons Jean Baptiste Penin
7849,Geronimo Antonio Gil
7850,Jacques-Antoine Dassier
7851,Émile Soldi-Colbert
7852,Jean Duvivier
7853,Z. Ferrez
7854,Joseph Eugêne Dubois
7855,Jacopo Nizolla da Trezzo
7856,Johann Gottlieb Lauffer
7857,Alphée Dubois
7858,Jean Lagrange
7859,Christen Christensen
7860,L. Arnaud
7861,Vincenzo Catenacci
7862,Antonio Fabris
7863,Ludwig Christoph Lauer
7864,Sebald Drentwett
7865,George Ludwig Friedrich Schmahlfeld
7866,Antonio Cappuccio
7867,Luigi Pogliachi
7868,J.S.D.
7869,David van der Kellen the Elder
7870,Andrea Gerhard Eduard Schmidt
7871,Wilhelm Schuchmann
7872,Edward Prior
7873,Thomas Lozano
7874,E. Trotin
7875,Luigi Cossa
7876,Benjamin Wyon
7877,Jakob Wiener
7878,Antoine Fisch
7879,Laurent Joseph Hart
7880,Theodore Spicer-Simson
7881,Hugues Bovy
7882,Charles Jean Richard
7883,Peter Kempson
7884,Heinrich Kautsch
7885,Henri Auguste Jules Patey
7886,"Alfred Boreel, Jhr."
7887,Master of the Pellegrini Chapel
7888,Sir Joshua Reynolds
7889,John Flaxman
7890,John Turner
7891,Louis Alexandre Bottée
7892,Georges Dupré
7893,Alessandro Algardi
7894,James Cowan
7895,George Gammon Adams
7896,Charles Wiener
7897,C. H. Mabey
7898,J. Mabey
7899,Frank Bowcher
7900,George Frampton
7901,"Leonardo Bettisi, known as Don Pino"
7902,Hejda
7903,Ludwig Hujer
7904,Stanislas Sucharda
7905,Stephan Schwartz
7906,Josef Tautenhayn
7907,W. Mitchell
7908,S. I. Tobias
7909,William Stephen Mossop
7910,William Mossop
7911,Edward Smith
7912,Benjamin Pyne
7913,Christopher Haines
7914,Christofle & Cie
7915,Jan Theunis Dextra
7916,P I (possibly Jan Pietersz)
7917,Louis Victor
7918,De Dubbelde Schenkkan
7919,Lambertus van Eenhoorn
7920,De Metaale Pot Factory
7921,Factory of the White Star
7922,William Cleffius
7923,Johann Jakob Neuss
7924,George Frederic Watts
7925,John Mitzell
7926,Daniel Marot the Elder
7927,Vest
7928,Moderno (Galeazzo Mondella)
7929,Valerio Belli (Il Vicentino)
7930,Franz Anton Bustelli
7931,Johannes oder Hans Waeber
7932,I. B. (the pewterer)
7933,Joachim Schirmer I
7934,Joachim Schirmer II
7935,Thomas Wyon the Younger
7936,George Mills
7937,James Mudie
7938,Baron François Joseph Bosio
7939,Conrad Heinrich Küchler
7940,Joseph Edgar Boehm
7941,Léon-Julien Deschamps
7942,Arthur Lewin-Funke
7943,Jules Èdouard Roiné
7944,Joseph-Charles Roettiers
7945,N. Lytras
7946,Maldini
7947,I.P. Holzhauser
7948,Ulisse Cantagalli
7949,J. M.
7950,R. Hemsley
7951,Jules Lagae
7952,Wolfers
7953,J. A. Restall
7954,Giovanni Martino Hamerani
7955,Thomas Pipe
7956,Adolf Lindberg
7957,Lea Ahlborn
7958,August Ludwig Held
7959,"F.S., Switzerland"
7960,Etienne Evans
7961,Jean Bouchet
7962,Boileau jeune
7963,Michel-Gabriel Commelin
7964,Michel Josse Le Riche fils
7965,Jean Chauvaux
7966,Johann Carl Hedlinger
7967,M. Antonio di Gennaro
7968,B. Arnold Busson
7969,Philips Galle
7970,Rombout Verhulst
7971,Brisson
7972,Niccolò Fiorentino (Niccolò di Forzore Spinelli)
7973,Andrea del Verrocchio
7974,Antonio Rossellino
7975,"Andrea Briosco, called Riccio"
7976,Callistus
7977,Amadeo da Milano
7978,Peter Flötner
7979,Tommaso Mercandetti
7980,Rudolph Mayer
7981,Giuseppe Girometti
7982,Giuseppe Cerbara
7983,Edouard Louis Geerts
7984,Alberto Hamerani
7985,Séraphin Vernier
7986,Wolfgang Lauer
7987,Pisanello (Antonio Pisano)
7988,Veronese
7989,F. Wagner
7990,"Jno. Williams, Inc. Bronze Foundry, New York"
7991,Pietro Torrigiano
7992,Jean Henri de Moor
7993,Wenzel Jamnitzer
7994,David II Pfau
7995,Hans Heinrich III Pfau
7996,Severo Calzetta da Ravenna
7997,Richard Morton and Co.
7998,Nathaniel Smith and Company
7999,Robert Roskell
8000,Thomas Hilsby
8001,Louis Tuaillon
8002,Christian Friedrich
8003,Henri Dubois
8004,Wedgwood and Co.
8005,Thomas Watson and Co.
8006,Bernhard Caspar Hardy
8007,John Carter II
8008,John Parsons & Co.
8009,John Winter and Co.
8010,Thomas Batteson
8011,George Grenfell (or Greenfell)
8012,Robert L. Bush
8013,Bush & Co.
8014,Thomas Abbott
8015,Thomas Fasson
8016,Samuel Ellis
8017,Johan Gustaf Ryman
8018,William Wynne Ryland
8019,Francesco Francia
8020,Peregrino da Casena
8021,Nicolaus Horchaimer
8022,Zacharias Täschler
8023,Henri L. Bouchard
8024,"Bisceglia Frères, Paris"
8025,Ralph Gout
8026,Massimiliano Soldani
8027,Niccolò Roccatagliata
8028,Denys Puech
8029,T. and J. Creswick
8030,Lorenz Zick
8031,Stephen Zick
8032,Giovanni Francesco Susini
8033,Jean-Baptiste Carpeaux
8034,Leo Tolstoy
8035,Adriano Fiorentino (Adriano di Giovanni de' Maestri)
8036,Theodor de Bry
8037,Hans Hilgers
8038,Sebald Beham
8039,Hirschvogel Workshop
8040,Simon Pissinger
8041,"Abraham Riederer, the Elder"
8042,Masseo Civitali
8043,Franchini Co.
8044,Jacopo Franchini
8045,Adam Frans van der Meulen
8046,Martin van den Bogaert called Desjardins
8047,Paul-Louis Cyfflé
8048,Ralph Wood the Elder
8049,William Fleming
8050,Robert Hennell I
8051,Robert Calderwood
8052,Matthew West
8053,William Townsend
8054,John Clifton Sr.
8055,Countess Anna-Elizabeth de Noailles
8056,John Ashbrooke
8057,Spink
8058,Antonio Tamagnini
8059,Alessandro Vittoria (Alessandro Vittoria di Vigilio della Volpa)
8060,Christoffel Radijs
8061,Samuel Kirkby and Co.
8062,John Swift II
8063,Laurence Sterne
8064,Adolf Steinweg
8065,Johann II Beckert
8066,Jeremias II Flicker
8067,Abraham Grill
8068,Frédéric Charles Victor de Vernon
8069,I. B. (Austrian)
8070,Thomas Wallis I
8071,Thomas Wallis II
8072,Matthew Fenton and Co.
8073,B. B.
8074,R. S. J.
8075,M. H. P.
8076,A. F. C.
8077,Hans Reinhart the Elder
8078,Fra Damiano da Bergamo (Damiano di Antoniolo de Zambelli)
8079,Jacopo [Giacomo] Barozzi da Vignola
8080,Giovanni Dalmata (Giovanni Duknovich di Traù)
8081,Antonio Gentili (Antonio da Faenza)
8082,Guglielmo della Porta
8083,Dirck Vellert
8084,Jan Swart van Groningen
8085,John Whitehurst
8086,Giovanni V. Melon
8087,John Simpson III
8088,Andrea Bregno
8089,Antonio Barile
8090,Rue de Bondy
8091,Pietro Paolo Olivieri
8092,Johann Christian Bierpfaf
8093,Elias Adam
8094,Matthäus Schmidt
8095,Andreas Pauli
8096,Georg Reischl
8097,Samuel Schneeweiss
8098,"F. C., Oporto"
8099,"J. R., Lisbon"
8100,Francesco Laurana
8101,Samuel Malkin
8102,M. D. O.
8103,New Hall
8104,William Greatbach
8105,Benjamin Watts
8106,Michel Mader
8107,Conrad Kerstner
8108,Johann I Seutter
8109,Johann Schwarz
8110,Ludovico Barchi
8111,Abraham Ten Brinck
8112,Motthijs Croyenschot
8113,B. N.
8114,Jacob Steen
8115,Jacob Oberlin
8116,Stephen Venables
8117,William Scarlett
8118,George Cox
8119,George Wickes
8120,Thomas Jackson I
8121,John Cafe
8122,William Sheen
8123,Alexander Johnston
8124,John Lambe
8125,Samuel Herbert
8126,W. Parry
8127,Michel Hansen Blytt
8128,William Chawner I
8129,Richard Crossley
8130,Joseph William Story
8131,William Elliott
8132,Reinhold Riel
8133,Johann Christoph Hünning I
8134,Frans Jans
8135,C S
8136,Harmanus Nieuwenhuys
8137,Caspar Olsen Rust
8138,John Morley
8139,John Deacon
8140,Mary Makemeid
8141,Samuel Courtland
8142,William Grundy
8143,Samuel Taylor
8144,John Bettridge
8145,Edward Aldridge I
8146,Edward Aldridge II
8147,Robert Lowe
8148,Randall Cashell
8149,William Reynolds
8150,Elias Cachart
8151,Edward Bennet I
8152,William Tant
8153,Dobson Prior and Williams
8154,James Tookey
8155,Elizabeth Tookey
8156,John Perry
8157,William Soame
8158,William Wooller
8159,Robert Matthew
8160,Lawrence Coles
8161,Girolamo Maltraversi
8162,John Lavers
8163,"H. P., London"
8164,Wilke Doncker
8165,Jan Pereboom
8166,John Wirgman
8167,Robert King
8168,Ole Olsen
8169,Thomas Cory
8170,Benjamin Prosser
8171,Timothy Skottowe
8172,"I. G., London"
8173,Thomas Nilsen
8174,Johannes I Weber
8175,Robert Beckwith
8176,Elizabeth Hazelwood
8177,Hendrick Jansen Sympa
8178,"W. J., England"
8179,Johannes Andringa
8180,Marcantonio Landi
8181,Leonhard Rothaer I
8182,Hans Möller
8183,Hans Johansson Stadius
8184,Johan Svensson Berg
8185,J. van den Berg
8186,Toebias Jansen I
8187,Tobias Jansen Kremer
8188,Lukas Andersen Steen
8189,Sceaux
8190,Giovanni del Cavino
8191,Foligno
8192,Giulio della Torre
8193,Pastorino di Giovan Michele de'Pastorini
8194,Jean-François Balzac
8195,Andrés Goicoechea
8196,Vicente Gavilanis
8197,Giovanni Antonio Amadeo
8198,Guido Mazzoni
8199,Giuseppe Mazza
8200,Giovanni Maria Morlaiter
8201,Gabriel-Joseph Moillet
8202,Jane Poupelet
8203,Pietro Lombardo (or Pietro di Martino da Carona)
8204,A. D.
8205,Apollonio di Giovanni di Tomaso
8206,Marco del Buono Giamberti
8207,Alfred André
8208,Reinhold Vasters
8209,Abraham Lotter the Elder
8210,Mino da Fiesole (Mino di Giovanni)
8211,Andrea di Pietro di Marco Ferrucci
8212,Jean-Baptiste Pigalle
8213,Germain Pilon
8214,Benedetto da Maiano
8215,Luca della Robbia
8216,Desiderio da Settignano
8217,Michel Anguier
8218,Girolamo Campagna
8219,Master of the Triptych of Louis XII
8220,Workshop of the Master of the High Foreheads
8221,Nardon Pénicaud
8222,Suzanne de Court
8223,Claude Paradin
8224,Léonard Limosin
8225,Bernard van Orley
8226,Pieter van Aelst the Younger
8227,Tommaso Vincidor (Tommaso di Andrea)
8228,Patanazzi family
8229,St. Gallen
8230,Jean Lemoine de Lorrain
8231,Claude Guy Hallé
8232,Bon Boullogne
8233,Manufacture Nationale des Gobelins
8234,Jean Jans the Younger
8235,Hugues Sambin
8236,Jacques Androuet Du Cerceau
8237,Agostino d'Antonio di Duccio
8238,Johann Friedrich Eberlein
8239,Johann Gottlieb Ehder
8240,Zachariah Boreman
8241,Robert Askew
8242,Joseph Williams
8243,Nicolas Bulidon
8244,Michel-Barnabé Chauvaux
8245,François-Marie Barrat
8246,Carl Bojanowski
8247,James Manners
8248,"G. D., London"
8249,Thomas Hartwell
8250,Antoine Daroux
8251,Richard Sawyer
8252,Nathaniel Mills
8253,James Kennedy
8254,John Lacy
8255,John Law
8256,Charles Lamb
8257,Wilhelm Krüger
8258,Benjamin Ephraim Krüger
8259,Giuseppe Ceracchi
8260,Whieldon and Wedgwood
8261,Richard Going
8262,Stephen Maxwell
8263,Wood
8264,I. Hall
8265,"A. Stevenson, Cobridge"
8266,"J. and W. Ridgway, Cauldon, Stoke"
8267,John Burnet
8268,J. and J. Jackson
8269,Veuve Perrin Factory
8270,Humphrey Palmer
8271,Ferniani factory
8272,"Stone, Coquerel et LeGros"
8273,Keeling and Co.
8274,Dawson & Co.
8275,Locket and Son
8276,S. Dawson
8277,Durham Co.
8278,Sewell and Co.
8279,Brislington Factory
8280,Sewell and Donkin
8281,J. Gardner
8282,P.  Regout & Co.
8283,Tunstall
8284,Horobin
8285,Hanley: Sparkes
8286,Anthony Keeling
8287,George Leader
8288,Ulrich Möringer
8289,Simon de Passe
8290,Johann Joseph Mildner
8291,Johannes I. Mayr
8292,Samuel Alcock & Co.
